ip,dist,delays
172.24.52.71,203.107.45.167,"[['192.168.13.1', ['32', '18', '7']], ['10.1.1.1', ['12', '8', '47']], ['61.148.29.225', ['9', '3', '4']], ['61.148.153.149', ['28', '3', '4']], ['202.106.36.145', ['*', '6', '*']], ['219.158.4.238', ['19', '16', '12']], ['123.129.205.250', ['12', '12', '14']], ['203.107.45.167', ['31', '15', '13']]]"
172.24.52.71,202.113.32.116,"[['192.168.13.1', ['4', '4', '4']], ['10.1.1.1', ['1', '2', '1']], ['202.112.5.229', ['4', '2', '2']], ['101.4.113.233', ['18', '5', '3']], ['101.4.113.210', ['21', '2', '5']], ['101.4.118.190', ['33', '7', '7']], ['101.4.115.26', ['12', '7', '39']], ['202.127.216.97', ['33', '5', '5']], ['59.67.181.78', ['7', '*', '*']], ['59.67.181.10', ['*', '10', '5']], ['202.113.32.253', ['22', '5', '5']]]"
172.24.52.71,219.229.249.18,"[['192.168.13.1', ['13', '6', '4']], ['10.1.1.1', ['3', '3', '2']], ['202.112.5.229', ['7', '2', '2']], ['101.4.113.233', ['9', '10', '10']], ['101.4.112.2', ['*', '17', '13']], ['101.4.117.37', ['38', '24', '24']], ['202.127.216.242', ['48', '37', '39']], ['101.4.112.202', ['36', '41', '37']]]"
172.24.52.71,211.64.8.3,"[['192.168.13.1', ['11', '37', '4']], ['10.1.1.1', ['1', '1', '4']], ['202.112.5.229', ['3', '2', '2']], ['101.4.113.233', ['7', '5', '6']], ['101.4.112.70', ['5', '*', '*']], ['101.4.116.117', ['10', '9', '10']], ['101.4.115.34', ['71', '10', '10']], ['101.4.115.250', ['9', '*', '*']], ['202.194.96.26', ['*', '29', '*']], ['202.194.99.22', ['28', '11', '11']], ['202.194.96.126', ['15', '11', '9']]]"
172.24.52.71,47.104.214.60,"[['192.168.13.1', ['6', '4', '4']], ['10.1.1.1', ['9', '8', '6']], ['61.148.29.225', ['3', '2', '23']], ['61.148.153.149', ['*', '8', '3']], ['61.148.4.213', ['7', '5', '3']], ['61.49.214.1', ['*', '6', '*']], ['219.158.3.234', ['28', '14', '15']], ['27.221.85.218', ['15', '19', '15']], ['116.251.113.222', ['28', '18', '16']]]"
172.24.52.71,219.229.222.31,"[['192.168.13.1', ['11', '4', '5']], ['10.1.1.1', ['2', '1', '3']], ['202.112.5.229', ['2', '2', '3']], ['101.4.113.233', ['3', '3', '4']], ['101.4.115.202', ['27', '25', '31']], ['202.127.216.242', ['44', '37', '40']], ['101.4.112.202', ['37', '39', '39']], ['218.64.17.226', ['64', '45', '36']]]"
172.24.52.71,202.194.48.33,"[['192.168.13.1', ['18', '8', '8']], ['10.1.1.1', ['3', '2', '3']], ['202.112.5.229', ['3', '3', '2']], ['101.4.113.233', ['3', '2', '2']], ['101.4.112.70', ['*', '9', '10']], ['101.4.116.117', ['10', '12', '10']], ['101.4.115.34', ['17', '9', '17']], ['101.4.115.250', ['*', '14', '*']], ['202.194.100.18', ['24', '23', '24']], ['192.168.100.6', ['48', '21', '19']], ['192.168.101.242', ['27', '19', '20']], ['10.0.2.10', ['48', '26', '22']]]"
172.24.52.71,210.44.195.6,"[['192.168.13.1', ['6', '5', '6']], ['10.1.1.1', ['4', '2', '2']], ['202.112.5.229', ['2', '2', '2']], ['101.4.113.233', ['*', '10', '4']], ['101.4.112.70', ['8', '9', '6']], ['101.4.116.117', ['9', '10', '11']], ['101.4.115.34', ['15', '10', '10']], ['101.4.115.250', ['9', '*', '*']], ['202.194.96.234', ['37', '24', '12']], ['202.194.96.78', ['25', '21', '22']], ['202.194.96.78', ['32', '30', '22']], ['210.44.198.2', ['49', '16', '22']]]"
172.24.52.71,218.59.147.52,"[['192.168.13.1', ['6', '10', '4']], ['10.1.1.1', ['3', '1', '2']], ['61.148.29.225', ['3', '7', '9']], ['61.148.153.149', ['13', '8', '3']], ['219.158.11.6', ['37', '13', '12']], ['221.2.3.122', ['*', '25', '18']], ['221.2.29.14', ['82', '14', '31']]]"
172.24.52.71,111.75.254.211,"[['192.168.13.1', ['*', '6', '5']], ['10.1.1.1', ['*', '4', '2']], ['61.148.29.225', ['2', '2', '7']], ['61.148.153.157', ['17', '22', '25']], ['61.148.158.69', ['*', '*', '9']], ['125.33.186.173', ['*', '*', '31']], ['219.158.103.206', ['26', '25', '33']], ['202.97.55.25', ['*', '36', '30']], ['111.74.32.98', ['42', '39', '39']]]"
172.24.52.71,218.64.216.157,"[['192.168.13.1', ['14', '9', '5']], ['10.1.1.1', ['4', '2', '2']], ['61.148.29.225', ['3', '5', '8']], ['61.148.153.149', ['5', '11', '4']], ['61.148.4.213', ['38', '3', '3']], ['202.96.12.97', ['*', '*', '9']], ['219.158.103.202', ['29', '29', '31']], ['219.158.18.18', ['*', '26', '27']], ['202.97.56.241', ['50', '40', '30']], ['202.101.247.178', ['*', '55', '42']]]"
172.24.52.71,218.95.4.26,"[['192.168.13.1', ['9', '4', '7']], ['10.1.1.1', ['4', '2', '2']], ['61.148.29.225', ['7', '10', '16']], ['61.148.153.149', ['17', '3', '3']], ['219.232.11.29', ['30', '*', '*']], ['219.158.103.206', ['52', '25', '47']], ['219.158.18.18', ['24', '26', '*']], ['202.97.56.225', ['49', '30', '31']], ['117.21.73.2', ['66', '30', '76']], ['218.95.4.26', ['61', '39', '34']]]"
172.24.52.71,202.113.64.2,"[['192.168.13.1', ['14', '24', '6']], ['10.1.1.1', ['1', '5', '3']], ['202.112.5.229', ['*', '9', '7']], ['101.4.113.233', ['12', '4', '4']], ['101.4.112.70', ['6', '8', '8']], ['101.4.114.218', ['7', '10', '9']], ['202.127.216.97', ['*', '32', '34']], ['59.67.181.14', ['6', '4', '15']], ['202.113.77.254', ['5', '5', '5']]]"
172.24.52.71,222.30.90.3,"[['192.168.13.1', ['56', '60', '57']], ['10.1.1.1', ['3', '1', '5']], ['202.112.5.229', ['20', '4', '3']], ['101.4.113.233', ['3', '6', '5']], ['101.4.112.70', ['*', '*', '10']], ['101.4.114.218', ['7', '7', '6']]]"
172.24.52.71,218.64.4.19,"[['192.168.13.1', ['40', '9', '4']], ['10.1.1.1', ['1', '5', '1']], ['61.148.29.225', ['14', '3', '3']], ['61.148.153.149', ['38', '3', '2']], ['219.158.106.142', ['40', '25', '31']], ['219.158.18.18', ['*', '*', '28']], ['202.97.56.225', ['38', '29', '38']], ['117.21.2.2', ['*', '36', '30']]]"
172.24.52.71,210.44.64.132,"[['192.168.13.1', ['7', '5', '6']], ['10.1.1.1', ['4', '1', '7']], ['202.112.5.229', ['2', '2', '28']], ['101.4.113.233', ['3', '2', '4']], ['101.4.112.70', ['*', '*', '6']], ['101.4.116.117', ['10', '11', '14']], ['101.4.115.34', ['56', '12', '10']], ['101.4.115.250', ['64', '*', '*']], ['210.44.254.249', ['*', '24', '23']]]"
172.24.52.71,122.112.217.156,"[['192.168.13.1', ['11', '6', '5']], ['10.1.1.1', ['22', '2', '7']], ['61.148.29.225', ['7', '5', '2']], ['61.148.153.149', ['34', '8', '3']], ['202.106.36.145', ['*', '11', '3']], ['125.33.185.122', ['*', '8', '4']], ['61.49.137.6', ['37', '7', '9']], ['122.112.217.156', ['*', '32', '26']]]"
172.24.52.71,202.113.96.11,"[['192.168.13.1', ['*', '5', '6']], ['10.1.1.1', ['17', '26', '13']], ['202.112.5.229', ['27', '4', '7']], ['101.4.113.233', ['4', '4', '6']], ['101.4.112.70', ['7', '20', '5']], ['101.4.114.218', ['10', '8', '6']], ['202.127.216.97', ['39', '13', '9']], ['59.67.181.14', ['15', '9', '20']], ['59.67.64.13', ['37', '7', '5']]]"
